stamp_sec,d_origin_m,det_box_m,det_horizon_m,odom_dt_sec,fy_px,horizon_row_px,bbox_x1,bbox_y1,bbox_x2,bbox_y2,cls,score
1756104644.315194,91.569804,87.500000,69.078947,0.026736,525.000,300,189,323,204,338,GuardBoat,0.899489
1756104644.355766,91.762872,87.500000,69.078947,0.031716,525.000,300,189,323,204,338,GuardBoat,0.899351
1756104644.453701,91.955947,87.500000,69.078947,0.033804,525.000,300,189,323,204,338,GuardBoat,0.899944
1756104644.526907,91.955947,87.500000,69.078947,0.039402,525.000,300,189,323,204,338,GuardBoat,0.899079
1756104644.568102,92.149030,87.500000,69.078947,0.019427,525.000,300,189,323,204,338,GuardBoat,0.899914
1756104644.671021,92.330491,87.500000,69.078947,0.016531,525.000,300,189,323,204,338,GuardBoat,0.899697
1756104644.728777,92.330491,87.500000,69.078947,0.041225,525.000,300,189,323,204,338,GuardBoat,0.898790
1756104644.775366,92.523591,87.500000,69.078947,0.012210,525.000,300,189,323,204,338,GuardBoat,0.898795
1756104644.828008,92.523591,87.500000,69.078947,0.040432,525.000,300,190,323,204,338,GuardBoat,0.899725
1756104644.870632,92.716697,87.500000,69.078947,0.016968,525.000,300,190,323,204,338,GuardBoat,0.899903
1756104644.944084,92.908356,87.500000,69.078947,0.043539,525.000,300,190,323,204,338,GuardBoat,0.899077
1756104644.985574,92.908356,87.500000,69.078947,0.002048,525.000,300,190,323,204,338,GuardBoat,0.899079
1756104645.080552,93.101480,87.500000,69.078947,0.007094,525.000,300,190,323,204,338,GuardBoat,0.898137
1756104645.150068,93.294611,93.750000,70.945946,0.036602,525.000,300,190,323,204,337,GuardBoat,0.897328
1756104645.195833,93.294611,93.750000,70.945946,0.009163,525.000,300,190,323,204,337,GuardBoat,0.897000
1756104645.252098,93.486303,87.500000,69.078947,0.034595,525.000,300,190,323,204,338,GuardBoat,0.899337
1756104645.298621,93.486303,93.750000,70.945946,0.011928,525.000,300,190,323,205,337,GuardBoat,0.897909
1756104645.367661,93.679451,87.500000,69.078947,0.019056,525.000,300,190,323,204,338,GuardBoat,0.897796
1756104645.408871,93.679451,87.500000,69.078947,0.022154,525.000,300,190,323,204,338,GuardBoat,0.897440
1756104645.464946,93.872606,87.500000,69.078947,0.021795,525.000,300,190,323,204,338,GuardBoat,0.897603
1756104645.513524,93.872606,87.500000,69.078947,0.026783,525.000,300,190,323,205,338,GuardBoat,0.896599
1756104645.604511,94.055601,87.500000,69.078947,0.017747,525.000,300,190,323,205,338,GuardBoat,0.895092
1756104645.671358,94.248769,93.750000,70.945946,0.015429,525.000,300,191,323,206,337,GuardBoat,0.895219
1756104645.715089,94.248769,93.750000,70.945946,0.028301,525.000,300,191,323,205,337,GuardBoat,0.895843
1756104645.790800,94.441943,93.750000,70.945946,0.003989,525.000,300,191,323,206,337,GuardBoat,0.897368
1756104645.828842,94.441943,93.750000,70.945946,0.042031,525.000,300,191,323,206,337,GuardBoat,0.896603
1756104645.884510,94.635124,93.750000,70.945946,0.002325,525.000,300,191,323,206,337,GuardBoat,0.895960
1756104645.935990,94.635124,93.750000,70.945946,0.049155,525.000,300,191,323,205,337,GuardBoat,0.896538
1756104645.994096,94.828312,87.500000,69.078947,0.007237,525.000,300,191,323,206,338,GuardBoat,0.894644
1756104646.035743,94.828312,93.750000,70.945946,0.048885,525.000,300,191,323,205,337,GuardBoat,0.895968
1756104646.133543,95.021507,93.750000,70.945946,0.047661,525.000,300,191,323,206,337,GuardBoat,0.897354
1756104646.192384,95.216127,87.500000,70.945946,0.006478,525.000,300,192,322,206,337,GuardBoat,0.897805
1756104646.290975,95.419501,87.500000,70.945946,0.004953,525.000,300,192,322,206,337,GuardBoat,0.898837
1756104646.325370,95.419501,93.750000,70.945946,0.029441,525.000,300,192,323,206,337,GuardBoat,0.899301
1756104646.400350,95.592374,87.500000,70.945946,0.014397,525.000,300,192,322,206,337,GuardBoat,0.899919
1756104646.446301,95.775422,93.750000,70.945946,0.039675,525.000,300,192,323,206,337,GuardBoat,0.900066
1756104646.519955,95.775422,93.750000,70.945946,0.033979,525.000,300,192,323,206,337,GuardBoat,0.899208
1756104646.557265,95.990394,93.750000,70.945946,0.038735,525.000,300,192,323,206,337,GuardBoat,0.899356
1756104646.610636,95.990394,93.750000,70.945946,0.014636,525.000,300,192,323,206,337,GuardBoat,0.899377
1756104646.655381,96.163282,93.750000,70.945946,0.030641,525.000,300,192,323,206,337,GuardBoat,0.898993
1756104646.723914,96.163282,93.750000,70.945946,0.037892,525.000,300,192,323,206,337,GuardBoat,0.901049
1756104646.765852,96.346345,93.750000,70.945946,0.020195,525.000,300,192,323,206,337,GuardBoat,0.900662
1756104646.865647,96.551157,93.750000,70.945946,0.029423,525.000,300,192,323,206,337,GuardBoat,0.900235
1756104646.934066,96.551157,93.750000,70.945946,0.038996,525.000,300,192,323,206,337,GuardBoat,0.901024
1756104646.973338,96.744400,93.750000,70.945946,0.021756,525.000,300,192,323,206,337,GuardBoat,0.900985
1756104647.031294,96.744400,93.750000,70.945946,0.036200,525.000,300,193,323,206,337,GuardBoat,0.900386
1756104647.095543,96.917307,93.750000,70.945946,0.010426,525.000,300,193,323,206,337,GuardBoat,0.900925
1756104647.162765,97.120734,87.500000,70.945946,0.032377,525.000,300,193,322,206,337,GuardBoat,0.902853
1756104647.196045,97.120734,93.750000,72.916667,0.000904,525.000,300,193,322,206,336,GuardBoat,0.902775
1756104647.248920,97.315388,87.500000,70.945946,0.046245,525.000,300,193,322,206,337,GuardBoat,0.902975
1756104647.294799,97.315388,87.500000,70.945946,0.000366,525.000,300,193,322,206,337,GuardBoat,0.903123
1756104647.344171,97.488309,87.500000,70.945946,0.041017,525.000,300,193,322,206,337,GuardBoat,0.902460
1756104647.449323,97.701924,93.750000,70.945946,0.045889,525.000,300,193,323,206,337,GuardBoat,0.901515
1756104647.499191,97.701924,87.500000,70.945946,0.003979,525.000,300,193,322,206,337,GuardBoat,0.901882
1756104647.552118,97.886414,87.500000,70.945946,0.043117,525.000,300,193,322,207,337,GuardBoat,0.901354
1756104647.598292,97.886414,93.750000,72.916667,0.003057,525.000,300,193,322,206,336,GuardBoat,0.900245
1756104647.661147,98.059348,93.750000,70.945946,0.023112,525.000,300,193,323,207,337,GuardBoat,0.901499
1756104647.707131,98.059348,100.961538,72.916667,0.022872,525.000,300,193,323,207,336,GuardBoat,0.900450
1756104647.761755,98.274361,100.961538,72.916667,0.032527,525.000,300,193,323,207,336,GuardBoat,0.901343
1756104647.855892,98.458857,93.750000,70.945946,0.038413,525.000,300,193,323,207,337,GuardBoat,0.901071
1756104647.924876,98.458857,87.500000,70.945946,0.030571,525.000,300,193,322,207,337,GuardBoat,0.903106
1756104647.974497,98.652150,87.500000,70.945946,0.019832,525.000,300,193,322,207,337,GuardBoat,0.902186
1756104648.028093,98.652150,93.750000,70.945946,0.033764,525.000,300,193,323,207,337,GuardBoat,0.901947
1756104648.074981,98.836650,93.750000,72.916667,0.019372,525.000,300,194,322,207,336,GuardBoat,0.902032
1756104648.113513,98.836650,93.750000,72.916667,0.019160,525.000,300,194,322,207,336,GuardBoat,0.901979
1756104648.180858,99.019778,93.750000,72.916667,0.013518,525.000,300,194,322,207,336,GuardBoat,0.903627
1756104648.279461,99.213085,93.750000,72.916667,0.014938,525.000,300,194,322,207,336,GuardBoat,0.903263
1756104648.321079,99.213085,93.750000,70.945946,0.026679,525.000,300,194,323,207,337,GuardBoat,0.903612
1756104648.395582,99.407767,93.750000,70.945946,0.001158,525.000,300,194,323,207,337,GuardBoat,0.902302
1756104648.437720,99.407767,93.750000,70.945946,0.043297,525.000,300,194,323,207,337,GuardBoat,0.901907
1756104648.490871,99.590908,93.750000,70.945946,0.003576,525.000,300,194,323,207,337,GuardBoat,0.901897
1756104648.540957,99.590908,93.750000,70.945946,0.046511,525.000,300,194,323,207,337,GuardBoat,0.901529
1756104648.607501,99.784230,93.750000,70.945946,0.014031,525.000,300,194,323,207,337,GuardBoat,0.900784
1756104648.649356,99.977557,93.750000,70.945946,0.044138,525.000,300,194,323,207,337,GuardBoat,0.900998
1756104648.720850,99.977557,93.750000,70.945946,0.027357,525.000,300,194,323,207,337,GuardBoat,0.900541
1756104648.808681,100.170890,93.750000,70.945946,0.015164,525.000,300,195,323,207,337,GuardBoat,0.900261
1756104648.851108,100.374405,93.750000,70.945946,0.042433,525.000,300,195,323,207,337,GuardBoat,0.900271
1756104648.911629,100.374405,100.961538,72.916667,0.018088,525.000,300,195,323,207,336,GuardBoat,0.899654
1756104648.955332,100.569104,93.750000,70.945946,0.038232,525.000,300,195,323,207,337,GuardBoat,0.899034
1756104649.065785,100.762452,100.961538,72.916667,0.027803,525.000,300,195,323,208,336,GuardBoat,0.899842
1756104649.122339,100.762452,100.961538,72.916667,0.028750,525.000,300,195,323,208,336,GuardBoat,0.899752
1756104649.167333,100.955805,93.750000,72.916667,0.026279,525.000,300,195,322,208,336,GuardBoat,0.898381
1756104649.235931,100.955805,93.750000,72.916667,0.042319,525.000,300,195,322,208,336,GuardBoat,0.898508
1756104649.280638,101.138987,93.750000,72.916667,0.012997,525.000,300,195,322,208,336,GuardBoat,0.898413
1756104649.330337,101.138987,93.750000,72.916667,0.036702,525.000,300,195,322,208,336,GuardBoat,0.898012
1756104649.441211,101.333697,93.750000,72.916667,0.048552,525.000,300,195,322,208,336,GuardBoat,0.897882
1756104649.479969,101.516887,93.750000,72.916667,0.012714,525.000,300,195,322,208,336,GuardBoat,0.897355
1756104649.542057,101.516887,93.750000,72.916667,0.049375,525.000,300,195,322,208,336,GuardBoat,0.897144
1756104649.585262,101.710260,93.750000,72.916667,0.007444,525.000,300,195,322,208,336,GuardBoat,0.898008
1756104649.636968,101.710260,93.750000,72.916667,0.044262,525.000,300,195,322,208,336,GuardBoat,0.898386
1756104649.686919,101.893460,93.750000,72.916667,0.005810,525.000,300,195,322,208,336,GuardBoat,0.897343
1756104649.755509,102.088180,93.750000,72.916667,0.037245,525.000,300,195,322,208,336,GuardBoat,0.898777
1756104649.849566,102.281566,93.750000,72.916667,0.043211,525.000,300,195,322,208,336,GuardBoat,0.898392
1756104649.891709,102.281566,100.961538,72.916667,0.001069,525.000,300,195,323,208,336,GuardBoat,0.898219
1756104649.965206,102.464778,93.750000,72.916667,0.027596,525.000,300,196,322,209,336,GuardBoat,0.897298
1756104650.007463,102.464778,93.750000,72.916667,0.014662,525.000,300,196,322,209,336,GuardBoat,0.897329
1756104650.053828,102.658175,93.750000,72.916667,0.038997,525.000,300,196,322,209,336,GuardBoat,0.896348
1756104650.102540,102.658175,93.750000,72.916667,0.009715,525.000,300,196,322,209,336,GuardBoat,0.895891
1756104650.162014,102.851576,93.750000,72.916667,0.029835,525.000,300,196,322,209,336,GuardBoat,0.895710
1756104650.210017,102.851576,93.750000,72.916667,0.018168,525.000,300,196,322,209,336,GuardBoat,0.895019
1756104650.290235,103.044983,93.750000,72.916667,0.001637,525.000,300,196,322,209,336,GuardBoat,0.896528
1756104650.322473,103.044983,93.750000,72.916667,0.030601,525.000,300,196,322,209,336,GuardBoat,0.896233
1756104650.425992,103.238395,93.750000,72.916667,0.034096,525.000,300,196,322,209,336,GuardBoat,0.896121
1756104650.479788,103.431812,93.750000,72.916667,0.012131,525.000,300,196,322,209,336,GuardBoat,0.896239
1756104650.520435,103.431812,93.750000,72.916667,0.028516,525.000,300,196,322,209,336,GuardBoat,0.896510
1756104650.594142,103.615055,93.750000,72.916667,0.002200,525.000,300,196,322,209,336,GuardBoat,0.896216
1756104650.631549,103.615055,93.750000,72.916667,0.039607,525.000,300,196,322,209,336,GuardBoat,0.896904
1756104650.693226,103.808482,100.961538,75.000000,0.001260,525.000,300,196,322,209,335,GuardBoat,0.895879
1756104650.782014,103.991734,100.961538,75.000000,0.009975,525.000,300,196,322,209,335,GuardBoat,0.896121
1756104650.835381,103.991734,100.961538,75.000000,0.043391,525.000,300,196,322,209,335,GuardBoat,0.896131
1756104650.896338,104.174991,93.750000,72.916667,0.004325,525.000,300,196,322,209,336,GuardBoat,0.896322
1756104650.940297,104.174991,93.750000,72.916667,0.048283,525.000,300,196,322,209,336,GuardBoat,0.896720
1756104651.050767,104.551699,100.961538,75.000000,0.040293,525.000,300,196,322,209,335,GuardBoat,0.895542
1756104651.082520,104.551699,100.961538,75.000000,0.008540,525.000,300,196,322,209,335,GuardBoat,0.896218
1756104651.152062,104.736274,100.961538,75.000000,0.039021,525.000,300,196,322,209,335,GuardBoat,0.896531
1756104651.212147,104.736274,100.961538,75.000000,0.021064,525.000,300,196,322,210,335,GuardBoat,0.896533
1756104651.255152,104.919547,100.961538,75.000000,0.035955,525.000,300,196,322,210,335,GuardBoat,0.896197
1756104651.323925,104.919547,100.961538,75.000000,0.032818,525.000,300,197,322,210,335,GuardBoat,0.896244
1756104651.379475,105.113006,100.961538,75.000000,0.011656,525.000,300,197,322,210,335,GuardBoat,0.895685
1756104651.421197,105.113006,100.961538,75.000000,0.030066,525.000,300,197,322,210,335,GuardBoat,0.896582
1756104651.464874,105.296288,100.961538,75.000000,0.026281,525.000,300,197,322,210,335,GuardBoat,0.895530
1756104651.531482,105.296288,100.961538,75.000000,0.040327,525.000,300,197,322,210,335,GuardBoat,0.895310
1756104651.589188,105.489757,100.961538,75.000000,0.001990,525.000,300,197,322,210,335,GuardBoat,0.895899
1756104651.696453,105.673048,100.961538,75.000000,0.005252,525.000,300,197,322,210,335,GuardBoat,0.896106
1756104651.747923,105.866527,100.961538,75.000000,0.043302,525.000,300,197,322,210,335,GuardBoat,0.895481
1756104651.794319,105.866527,100.961538,75.000000,0.003094,525.000,300,197,322,210,335,GuardBoat,0.896440
1756104651.854105,106.049827,100.961538,75.000000,0.036144,525.000,300,197,322,210,335,GuardBoat,0.897313
1756104651.898173,106.049827,100.961538,75.000000,0.007924,525.000,300,197,322,211,335,GuardBoat,0.897527
1756104651.995742,106.243315,100.961538,75.000000,0.005470,525.000,300,198,322,211,335,GuardBoat,0.897070
1756104652.048974,106.426624,100.961538,75.000000,0.041322,525.000,300,197,322,211,335,GuardBoat,0.896740
1756104652.095197,106.426624,100.961538,75.000000,0.004902,525.000,300,197,322,211,335,GuardBoat,0.897229
1756104652.161096,106.620121,100.961538,75.000000,0.029223,525.000,300,198,322,211,335,GuardBoat,0.897878
1756104652.193436,106.620121,100.961538,75.000000,0.003117,525.000,300,198,322,211,335,GuardBoat,0.898102
1756104652.267005,106.813623,100.961538,75.000000,0.023337,525.000,300,198,322,211,335,GuardBoat,0.897356
1756104652.305085,106.813623,100.961538,75.000000,0.014742,525.000,300,198,322,211,335,GuardBoat,0.896739
1756104652.407543,106.996946,100.961538,75.000000,0.017177,525.000,300,198,322,211,335,GuardBoat,0.897181
1756104652.474932,107.180272,100.961538,75.000000,0.015457,525.000,300,198,322,211,335,GuardBoat,0.897779
1756104652.514256,107.180272,100.961538,75.000000,0.023866,525.000,300,198,322,211,335,GuardBoat,0.897731
1756104652.617895,107.373788,100.961538,75.000000,0.027482,525.000,300,198,322,211,335,GuardBoat,0.897697
1756104652.651487,107.557123,100.961538,75.000000,0.037950,525.000,300,198,322,211,335,GuardBoat,0.897258
1756104652.724762,107.557123,100.961538,75.000000,0.035326,525.000,300,198,322,211,335,GuardBoat,0.898106
1756104652.784898,107.739195,100.961538,75.000000,0.004563,525.000,300,198,322,211,335,GuardBoat,0.898554
1756104652.828114,107.739195,100.961538,75.000000,0.038654,525.000,300,198,322,211,335,GuardBoat,0.899572
1756104652.894238,107.932726,100.961538,75.000000,0.004755,525.000,300,199,322,211,335,GuardBoat,0.899349
1756104652.936530,107.932726,100.961538,75.000000,0.047046,525.000,300,199,322,211,335,GuardBoat,0.898554
1756104653.034054,108.116076,109.375000,77.205882,0.044546,525.000,300,199,322,211,334,GuardBoat,0.897883
1756104653.106185,108.309617,100.961538,75.000000,0.016653,525.000,300,199,322,211,335,GuardBoat,0.898082
1756104653.140723,108.492975,100.961538,75.000000,0.048832,525.000,300,199,322,212,335,GuardBoat,0.897419
1756104653.204247,108.492975,109.375000,77.205882,0.014692,525.000,300,199,322,212,334,GuardBoat,0.897898
1756104653.242022,108.676338,109.375000,77.205882,0.047557,525.000,300,199,322,212,334,GuardBoat,0.895909
1756104653.321217,108.676338,109.375000,77.205882,0.031638,525.000,300,199,322,211,334,GuardBoat,0.897384
1756104653.372475,108.869891,109.375000,77.205882,0.017128,525.000,300,199,322,211,334,GuardBoat,0.894850
1756104653.436207,108.869891,100.961538,75.000000,0.046605,525.000,300,199,322,212,335,GuardBoat,0.897868
1756104653.486823,109.063449,109.375000,77.205882,0.001803,525.000,300,199,322,212,334,GuardBoat,0.897832
1756104653.569499,109.246824,100.961538,75.000000,0.019150,525.000,300,199,322,212,335,GuardBoat,0.896902
1756104653.621455,109.246824,100.961538,75.000000,0.032806,525.000,300,199,322,211,335,GuardBoat,0.895922
1756104653.664841,109.440391,100.961538,75.000000,0.023832,525.000,300,199,322,212,335,GuardBoat,0.838325
1756104653.717978,109.440391,100.961538,75.000000,0.029305,525.000,300,199,322,212,335,GuardBoat,0.897532
1756104653.764346,109.622529,100.961538,75.000000,0.024351,525.000,300,199,322,212,335,GuardBoat,0.898561
1756104653.840148,109.816106,100.961538,75.000000,0.048572,525.000,300,199,322,212,335,GuardBoat,0.899573
1756104653.927426,109.816106,100.961538,75.000000,0.038706,525.000,300,200,322,212,335,GuardBoat,0.605454
1756104653.975452,110.009688,109.375000,77.205882,0.013291,525.000,300,199,322,212,334,GuardBoat,0.722739
1756104654.046669,110.203274,109.375000,77.205882,0.042098,525.000,300,200,322,212,334,GuardBoat,0.897707
1756104654.080644,110.203274,109.375000,77.205882,0.008123,525.000,300,200,322,212,334,GuardBoat,0.897357
1756104654.164598,110.386675,109.375000,77.205882,0.024193,525.000,300,200,322,212,334,GuardBoat,0.719137
1756104654.207821,110.386675,109.375000,77.205882,0.019030,525.000,300,200,322,212,334,GuardBoat,0.895553
1756104654.253413,110.568848,109.375000,77.205882,0.035401,525.000,300,200,322,212,334,GuardBoat,0.896387
1756104654.298308,110.568848,109.375000,77.205882,0.009494,525.000,300,200,322,212,334,GuardBoat,0.896018
1756104654.396389,110.762448,109.375000,77.205882,0.008552,525.000,300,200,322,212,334,GuardBoat,0.895404
1756104654.467449,110.935673,109.375000,77.205882,0.020412,525.000,300,200,322,212,334,GuardBoat,0.896852
1756104654.502399,110.935673,109.375000,77.205882,0.014538,525.000,300,200,322,212,334,GuardBoat,0.610078
1756104654.564030,111.129282,262.500000,131.250000,0.023855,525.000,300,281,315,289,320,GuardBoat,0.837536
1756104654.610016,111.129282,262.500000,131.250000,0.022131,525.000,300,282,315,289,320,GuardBoat,0.833190
1756104654.658776,111.331862,262.500000,131.250000,0.039132,525.000,300,282,315,289,320,GuardBoat,0.834560
1756104654.708920,111.331862,262.500000,131.250000,0.011012,525.000,300,282,315,289,320,GuardBoat,0.836393
1756104654.812209,111.494909,262.500000,131.250000,0.024277,525.000,300,282,315,289,320,GuardBoat,0.834131
1756104654.881292,111.688532,262.500000,131.250000,0.006664,525.000,300,282,315,290,320,GuardBoat,0.832916
1756104654.926355,111.688532,262.500000,131.250000,0.038399,525.000,300,282,315,290,320,GuardBoat,0.832085
1756104655.005913,111.902541,262.500000,131.250000,0.007934,525.000,300,282,315,290,320,GuardBoat,0.831626
1756104655.052243,112.065599,262.500000,131.250000,0.035760,525.000,300,282,315,290,320,GuardBoat,0.831067
1756104655.090696,112.065599,218.750000,131.250000,0.002693,525.000,300,282,314,290,320,GuardBoat,0.831119
1756104655.133014,112.065599,218.750000,131.250000,0.045012,525.000,300,282,314,290,320,GuardBoat,0.833311
1756104655.236396,112.259233,262.500000,131.250000,0.048370,525.000,300,282,315,290,320,GuardBoat,0.833068
1756104655.282481,112.463064,218.750000,131.250000,0.014569,525.000,300,282,314,290,320,GuardBoat,0.834725
1756104655.338368,112.463064,218.750000,131.250000,0.041318,525.000,300,283,314,291,320,GuardBoat,0.821747
1756104655.403123,112.656707,218.750000,131.250000,0.006050,525.000,300,283,314,291,320,GuardBoat,0.812495
1756104655.444837,112.818571,218.750000,131.250000,0.042260,525.000,300,283,314,291,320,GuardBoat,0.816725
1756104655.501663,112.818571,218.750000,131.250000,0.014566,525.000,300,283,314,291,320,GuardBoat,0.820987
1756104655.545424,113.032609,218.750000,131.250000,0.051697,525.000,300,283,314,291,320,GuardBoat,0.824917
1756104655.615055,113.032609,218.750000,131.250000,0.017935,525.000,300,283,314,291,320,GuardBoat,0.813717
1756104655.660058,113.216073,218.750000,131.250000,0.037086,525.000,300,284,314,291,320,GuardBoat,0.596218
1756104655.757219,113.388149,218.750000,131.250000,0.029949,525.000,300,283,314,292,320,GuardBoat,0.777002
1756104655.795678,113.388149,218.750000,131.250000,0.008510,525.000,300,284,314,292,320,GuardBoat,0.760100
1756104655.871390,113.592008,109.375000,77.205882,0.025801,525.000,300,201,322,213,334,GuardBoat,0.889182
1756104655.921330,113.592008,109.375000,77.205882,0.024139,525.000,300,201,322,213,334,GuardBoat,0.889730
1756104655.965110,113.785679,109.375000,77.205882,0.031105,525.000,300,201,322,213,334,GuardBoat,0.891419
1756104656.035639,113.785679,109.375000,77.205882,0.039424,525.000,300,201,322,213,334,GuardBoat,0.889052
1756104656.075695,113.978161,109.375000,77.205882,0.020543,525.000,300,201,322,213,334,GuardBoat,0.888591
1756104656.131813,113.978161,109.375000,77.205882,0.035575,525.000,300,202,322,213,334,GuardBoat,0.889616
1756104656.188739,114.161647,109.375000,77.205882,0.007522,525.000,300,202,322,213,334,GuardBoat,0.889980
1756104656.285709,114.354145,109.375000,77.205882,0.010576,525.000,300,202,322,214,334,GuardBoat,0.889640
1756104656.349648,114.547834,109.375000,77.205882,0.046661,525.000,300,202,322,214,334,GuardBoat,0.889758
1756104656.398711,114.547834,109.375000,77.205882,0.002402,525.000,300,202,322,214,334,GuardBoat,0.888718
1756104656.452585,114.731333,109.375000,77.205882,0.043747,525.000,300,202,322,214,334,GuardBoat,0.888068
1756104656.501024,114.731333,109.375000,77.205882,0.004692,525.000,300,202,322,214,334,GuardBoat,0.887983
1756104656.567995,114.925030,119.318182,79.545455,0.028361,525.000,300,202,322,214,333,GuardBoat,0.887523
1756104656.600324,114.925030,119.318182,79.545455,0.003968,525.000,300,202,322,214,333,GuardBoat,0.887365
1756104656.691942,115.118731,109.375000,77.205882,0.004437,525.000,300,202,322,214,334,GuardBoat,0.888595
1756104656.763830,115.312435,119.318182,79.545455,0.032573,525.000,300,202,322,214,333,GuardBoat,0.886142
1756104656.808175,115.312435,119.318182,79.545455,0.011772,525.000,300,202,322,214,333,GuardBoat,0.886096
1756104656.870677,115.504970,119.318182,79.545455,0.024749,525.000,300,202,322,214,333,GuardBoat,0.886666
1756104656.916938,115.504970,119.318182,79.545455,0.021511,525.000,300,202,322,214,333,GuardBoat,0.886189
1756104656.971880,115.698683,119.318182,79.545455,0.023570,525.000,300,202,322,214,333,GuardBoat,0.885442
1756104657.021214,115.698683,119.318182,79.545455,0.025764,525.000,300,202,322,214,333,GuardBoat,0.885657
1756104657.118077,115.892401,109.375000,79.545455,0.022603,525.000,300,202,321,214,333,GuardBoat,0.592102
1756104657.181392,116.084955,119.318182,79.545455,0.014105,525.000,300,203,322,214,333,GuardBoat,0.885030
1756104657.225564,116.084955,109.375000,79.545455,0.030067,525.000,300,203,321,214,333,GuardBoat,0.885009
1756104657.329957,116.278681,109.375000,79.545455,0.034436,525.000,300,203,321,214,333,GuardBoat,0.886175
1756104657.363067,116.471249,109.375000,79.545455,0.032477,525.000,300,203,321,215,333,GuardBoat,0.885639
1756104657.435156,116.471249,109.375000,79.545455,0.039612,525.000,300,203,321,215,333,GuardBoat,0.886103
1756104657.493087,116.653629,109.375000,79.545455,0.002481,525.000,300,203,321,215,333,GuardBoat,0.888333
1756104657.533802,116.653629,109.375000,79.545455,0.038234,525.000,300,203,321,215,333,GuardBoat,0.887118
1756104657.605250,116.847370,109.375000,79.545455,0.009659,525.000,300,203,321,215,333,GuardBoat,0.888235
1756104657.639814,116.847370,109.375000,79.545455,0.044223,525.000,300,203,321,215,333,GuardBoat,0.887773
1756104657.701856,117.039961,109.375000,79.545455,0.007242,525.000,300,203,321,215,333,GuardBoat,0.886868
1756104657.746132,117.223513,109.375000,79.545455,0.048507,525.000,300,203,321,215,333,GuardBoat,0.887276
1756104657.852025,117.416117,109.375000,79.545455,0.042636,525.000,300,204,321,215,333,GuardBoat,0.887284
1756104657.915998,117.416117,109.375000,79.545455,0.021336,525.000,300,204,321,215,333,GuardBoat,0.885926
1756104657.963492,117.598532,109.375000,79.545455,0.031193,525.000,300,204,321,215,333,GuardBoat,0.886092
1756104658.022447,117.598532,109.375000,79.545455,0.027761,525.000,300,204,321,215,333,GuardBoat,0.887547
1756104658.072503,117.792296,109.375000,79.545455,0.022206,525.000,300,204,321,215,333,GuardBoat,0.888915
1756104658.132611,117.792296,109.375000,79.545455,0.037903,525.000,300,204,321,215,333,GuardBoat,0.889895
1756104658.170299,117.974723,218.750000,131.250000,0.024432,525.000,300,288,314,298,320,GuardBoat,0.830474
1756104658.264031,118.168495,218.750000,131.250000,0.030724,525.000,300,289,314,299,320,GuardBoat,0.811030
1756104658.329566,118.168495,218.750000,131.250000,0.034811,525.000,300,290,314,299,320,GuardBoat,0.739225
1756104658.374996,118.361134,262.500000,138.157895,0.019782,525.000,300,291,314,299,319,GuardBoat,0.576732
1756104658.427185,118.361134,218.750000,131.250000,0.032407,525.000,300,290,314,299,320,GuardBoat,0.833595
1756104658.490972,118.544716,187.500000,131.250000,0.002830,525.000,300,289,313,300,320,GuardBoat,0.841440
1756104658.541126,118.544716,187.500000,131.250000,0.047324,525.000,300,289,313,300,320,GuardBoat,0.842205
1756104658.579515,118.737368,187.500000,131.250000,0.014310,525.000,300,289,313,300,320,GuardBoat,0.842426
1756104658.645887,118.930028,187.500000,131.250000,0.047961,525.000,300,290,313,300,320,GuardBoat,0.833225
1756104658.686105,118.930028,187.500000,131.250000,0.007744,525.000,300,290,313,300,320,GuardBoat,0.838582
1756104658.757768,119.123822,187.500000,131.250000,0.036104,525.000,300,291,313,300,320,GuardBoat,0.829984
1756104658.793900,119.123822,187.500000,131.250000,0.000028,525.000,300,291,313,300,320,GuardBoat,0.834775
1756104658.918278,119.306295,187.500000,131.250000,0.024382,525.000,300,291,313,301,320,GuardBoat,0.812624
1756104658.962170,119.500098,187.500000,131.250000,0.031749,525.000,300,290,313,301,320,GuardBoat,0.829897
1756104658.998671,119.500098,187.500000,131.250000,0.004752,525.000,300,290,313,301,320,GuardBoat,0.834846
1756104659.068466,119.682583,187.500000,131.250000,0.025477,525.000,300,291,313,301,320,GuardBoat,0.812988
1756104659.102187,119.682583,187.500000,131.250000,0.008244,525.000,300,291,313,301,320,GuardBoat,0.823561
1756104659.207209,119.866194,187.500000,131.250000,0.013243,525.000,300,291,313,301,320,GuardBoat,0.770328
1756104659.278211,120.058892,218.750000,131.250000,0.015779,525.000,300,292,314,302,320,GuardBoat,0.812993
1756104659.310688,120.058892,187.500000,131.250000,0.016698,525.000,300,292,313,302,320,GuardBoat,0.824896
1756104659.377851,120.241396,218.750000,131.250000,0.015162,525.000,300,292,314,302,320,GuardBoat,0.723448
1756104659.426732,120.241396,218.750000,131.250000,0.033719,525.000,300,292,314,302,320,GuardBoat,0.730069
1756104659.483393,120.425000,187.500000,131.250000,0.009645,525.000,300,292,313,302,320,GuardBoat,0.822171
1756104659.556152,120.617718,218.750000,131.250000,0.036909,525.000,300,292,314,303,320,GuardBoat,0.821609
1756104659.620179,120.617718,218.750000,131.250000,0.027118,525.000,300,293,314,303,320,GuardBoat,0.807663
